marker-color,marker-size,marker-symbol,node-details,lon,lat
#00fa43,medium,,213D Whiteshores,103.9029139,1.415332838
#00fa43,medium,,213E Whiteshores,103.9028388,1.415273847
#00fa43,medium,,213F Whiteshores,103.9030427,1.415150503
#00fa43,medium,,213G Whiteshores,103.9031553,1.415204131
#00fa43,medium,,213H Whiteshores,103.9032251,1.415273847
#00fa43,medium,,213J Whiteshores,103.9033216,1.415209494
#00fa43,medium,,213KWhiteshores,103.9032733,1.415129052
#00fa43,medium,,213L Whiteshores,103.9032143,1.415032522
#00fa43,medium,,213M Whiteshores,103.9034021,1.414930629
#00fa43,medium,,213N Whiteshores,103.9034772,1.415016434
#00fa43,medium,,213P Whiteshores,103.9035845,1.41504861
#00fa43,medium,,219 Ponggol Seventeenth Avenue,103.9046627,1.415295298
#00fa43,medium,,219A Ponggol Seventeenth Avenue,103.9045233,1.415456182
#00fa43,medium,,221 The Ambience,103.9039922,1.415466907
#00fa43,medium,,221A The Ambience,103.9039278,1.415563437
#00fa43,medium,,221B The Ambience,103.9038795,1.415633154
#00fa43,medium,,221C The Ambience,103.903842,1.415697507
#00fa43,medium,,221D The Ambience,103.9037669,1.415767223
#00fa43,medium,,221E The Ambience,103.9037347,1.415826214
#00fa43,medium,,221F The Ambience,103.903681,1.415901293
#00fa43,medium,,221G The Ambience,103.9036167,1.415971009
#00fa43,medium,,221H The Ambience,103.9035845,1.41605145
#00fa43,medium,,221J The Ambience,103.9035308,1.416110441
#00fa43,medium,,221K The Ambience,103.9034718,1.41618552
#00fa43,medium,,225 Northshore Bungalows,103.9046091,1.415729684
#00fa43,medium,,227 Northshore Bungalows,103.9045125,1.415708232
#00fa43,medium,,229 Northshore Bungalows,103.9043891,1.41566533
#00fa43,medium,,231 Northshore Bungalows,103.9042819,1.415611702
#00fa43,medium,,233 Northshore Bungalows,103.9041746,1.41550981
#00fa43,medium,,235 Northshore Bungalows,103.9041209,1.415697507
#00fa43,medium,,237 Northshore Bungalows,103.9040351,1.415767223
#00fa43,medium,,239 Northshore Bungalows,103.9039546,1.415874479
#00fa43,medium,,241 Northshore Bungalows,103.9038634,1.415960283
#00fa43,medium,,243 Northshore Bungalows,103.90374,1.416094353
#00fa43,medium,,245 Northshore Bungalows,103.9038473,1.416190883
#00fa43,medium,,247 Northshore Bungalows,103.9039546,1.416233785
#00fa43,medium,,249 Northshore Bungalows,103.9040834,1.416276687
#00fa43,medium,,251 Northshore Bungalows,103.9041907,1.416308864
#00fa43,medium,,253 Northshore Bungalows,103.9042926,1.416346403
#00fa43,medium,,255 Northshore Bungalows,103.9043945,1.416421482
#00fa43,medium,,257 Northshore Bungalows,103.9045125,1.416485836
#00fa43,medium,,259 Northshore Bungalows,103.9045554,1.416308864
#00fa43,medium,,261 Northshore Bungalows,103.9046466,1.416212334
#00fa43,medium,,263 Northshore Bungalows,103.9046949,1.416083627
#00fa43,medium,,265 Northshore Bungalows,103.9048129,1.415847665
#00fa43,medium,,267 Northshore Bungalows,103.9047164,1.4157994
#8500fa,medium,,Bus Stop 65009: Punggol Temp Int,103.9025223,1.404092421
#8500fa,medium,,Bus Stop 65401: Opp Blk 264A,103.8987163,1.406551267
#8500fa,medium,,Bus Stop 65409: Bef Blk 264A,103.8995692,1.406237543
#8500fa,medium,,Bus Stop 65141: Soo Teck Stn,103.8974047,1.405320503
#8500fa,medium,,Bus Stop 65149: Soo Teck Stn,103.897056,1.405229336
#8500fa,medium,,Bus Stop 65339: Blk 268C,103.8981128,1.403170018
#8500fa,medium,,Bus Stop 65349: Opp Blk 268D,103.8986331,1.402649825
#8500fa,medium,,Bus Stop 65349: Blk 272C,103.9006501,1.402279791
#8500fa,medium,,Bus Stop 65341: Opp Blk 272C,103.9009345,1.401748873
#8500fa,medium,,Bus Stop 65201: Opp Blk 201A,103.903563,1.400869371
#8500fa,medium,,Bus Stop 65209: Aft Punggol Road,103.9038581,1.400341134
#8500fa,medium,,Bus Stop 65081: Opp Blk 199C,103.9052957,1.400960539
#8500fa,medium,,Bus Stop 65089: Opp Blk 296,103.9058429,1.401346662
#8500fa,medium,,Bus Stop 65229: Blk 298,103.9055479,1.403186106
#8500fa,medium,,Bus Stop 65221: Blk 303D,103.9048237,1.404060244
#8500fa,medium,,Bus Stop 65091: Blk 301A,103.9065671,1.40399589
#8500fa,medium,,Bus Stop 65091: Blk 604A,103.9071733,1.404532171
#8500fa,medium,,Bus Stop 65219: Aft Punggol Central,103.9033163,1.403277274
#8500fa,medium,,Bus Stop 65251: Punggol Stn,103.9027745,1.405116717
#8500fa,medium,,Bus Stop 65259: Punggol Stn/Int,103.9017445,1.405358043
#8500fa,medium,,Bus Stop 65359: Opp Punggol View Primary School,103.9043301,1.405529653
#8500fa,medium,,Bus Stop 65351: Punggol View Primary School,103.9048719,1.405910412
#8500fa,medium,,Bus Stop 65489: Aft Punggol Drive,103.9056873,1.408248593
#8500fa,medium,,Bus Stop 65481: Bef Punggol Drive,103.9062023,1.408854589
#8500fa,medium,,Bus Stop 65619: Nibong Stn Exit A,103.8999689,1.411482358
#8500fa,medium,,Bus Stop 65621: Samudera Stn Exit B,103.9024311,1.415922744
#8500fa,medium,,Bus Stop 65629: Samudera Stn Exit B,103.9022058,1.41614798
#8500fa,medium,,Bus Stop 65639: Bef Punggol Pt Stn,103.9055693,1.417445773
#8500fa,medium,,Bus Stop 65631: Aft Punggol Pt Stn,103.9055103,1.417188359
#8500fa,medium,,Bus Stop 65681: Aft Northshore Crescent,103.908053,1.418384258
#8500fa,medium,,Bus Stop 65689: Bef Northshore Crescent,103.9080262,1.418207287
#8500fa,medium,,Bus Stop 65139: Punggol Road End,103.9104939,1.421087095
#8500fa,medium,,Bus Stop 65611: Nibong Stn Exit B,103.9003336,1.411332199
#8500fa,medium,,Bus Stop 65469: Blk 310B,103.9009774,1.409846706
#8500fa,medium,,Bus Stop 65461: Blk 312 CP,103.9013314,1.40987352
#8500fa,medium,,Bus Stop 65451: Blk 322 CP,103.8975656,1.410715478
#8500fa,medium,,Bus Stop 65459: Opp Blk 322 CP,103.8977319,1.410570683
#8500fa,medium,,Bus Stop 65449: Blk 315B,103.8959885,1.408001904
#8500fa,medium,,Bus Stop 65441: Opp Blk 315B,103.8957578,1.408178876
#8500fa,medium,,Bus Stop 65499: Blk 259 CP,103.8950658,1.404575073
#8500fa,medium,,Bus Stop 65491: Opp Blk 259 CP,103.8948083,1.404558985
#8500fa,medium,,Bus Stop 65571: Blk 218,103.8955861,1.403411344
#8500fa,medium,,Bus Stop 65479: Blk 258A,103.8959026,1.403540052
